item,name,authorization_notice_id,authorized_announcement_date,filing_id,filing_date,patentee,designer,address,Int.Cl.
45,用于便携式终端的天线设备,CN103972637B,2019.07.12,2.0141E+12,2014.01.28,三星电子株式会社,黄淳晧;,韩国京畿道,H01Q1/22(2006.01)I;
46,用来聚集多装置的控制的系统和方法,CN103985228B,2019.07.12,2.0141E+12,2014.01.30,霍尼韦尔国际公司,J.A.兹亚多什;??S.齐,美国新泽西州,G08B25/00(2006.01)I;??H04N7/18(2006.01)I
47,拍摄图像的设备和方法,CN104010135B,2019.07.12,2.0141E+12,2014.02.26,三星电子株式会社,金汶洙;??崔烘硕,韩国京畿道水原市,H04N5/262(2006.01)I;??H04N5/265(2006.01)I
48,井下桥塞下入工具,CN104011320B,2019.07.12,2.0128E+12,2012.12.04,贝克休斯公司,P·马德罗;,美国得克萨斯,E21B23/06(2006.01)I;??E21B33/12(2006.01)I
49,一种鳗鲡早期仔鱼的开口饵料及其培育方法,CN104012759B,2019.07.12,2.0141E+12,2014.05.12,何卫星,何卫星,214500江苏省靖江市马桥镇集福村前门棣前东生产队67号,A23K50/80(2016.01)I;
50,一种用于访问网页的方法及装置,CN104021203B,2019.07.12,2.0141E+12,2013.04.26,腾讯科技（深圳）有限公司,李枭雅;,518044广东省深圳市福田区振兴路赛格科技园2栋东403室,G06Q40/04(2012.01)I;??G06F3/01(2006.01)I
51,显示设备,CN104133314B,2019.07.12,2.0141E+12,2010.04.07,株式会社半导体能源研究所,冈本知广;,日本神奈川,G09G5/00(2006.01)I;
52,制备装载有活性物质的纳米颗粒的方法,CN104136012B,2019.07.12,2.0138E+12,2013.02.11,默克专利股份有限公司,M·魏甘特;,德国达姆施塔特,A61K9/51(2006.01)I
53,具有不同的伪字线的三维快闪存储器件和数据储存设备,CN104143358B,2019.07.12,2.0141E+12,2014.05.09,三星电子株式会社,南尚完;??朴起台,韩国京畿道,G11C16/10(2006.01)I;??G11C16/24(2006.01)I
54,半导体装置和其制造方法,CN104143550B,2019.07.12,2.0141E+12,2014.04.09,索尼公司,横山孝司,日本东京,H01L27/02(2006.01)I;??H01L21/77(2017.01)I
55,一种控制网络拥塞的方法和负荷感知功能,CN104144128B,2019.07.12,2.0131E+12,2013.05.10,中兴通讯股份有限公司,毛玉欣;??周晓云;??郑兴明,518057广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦法务部,H04L12/803(2013.01)I
56,包含不含硅烷官能度的高压聚烯烃的低介电损失动力电缆护套,CN104151666B,2019.07.12,2.0141E+12,2008.07.09,陶氏环球技术有限责任公司,罗比特.F.伊顿;??保罗.J.卡罗尼亚,美国密歇根州,C08L23/06(2006.01)I;
57,烟草类胡萝卜素异构酶基因及其应用,CN104152473B,2019.07.12,201410405272X,2014.08.18,中国烟草总公司郑州烟草研究院,王燃;,450001河南省郑州市高新技术产业开发区枫杨街2号,C12N15/61(2006.01)I;
58,降低电磁波吸收比值的终端和天线布局方法,CN104167590B,2019.07.12,2.0131E+12,2013.05.17,中兴通讯股份有限公司,陈亚军;??沈俊;??程守刚,518057广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦法务部,H01Q1/22(2006.01)I;??H01Q21/00(2006.01)I
59,检测设备、电力供应系统以及控制检测设备的方法,CN104167824B,2019.07.12,2.0141E+12,2014.05.09,索尼公司,大前宇一郎;??木屋川内保,日本东京,H02J50/60(2016.01)I;
60,聚脲大分子单体及其胶乳,CN104177586B,2019.07.12,2.0141E+12,2014.05.07,罗门哈斯公司;??陶氏环球技术有限公司,G·卡都;,美国宾夕法尼亚州,C08G18/67(2006.01)I;
61,一种基于固体推进剂激光点火实验的信号采集装置,CN104181160B,2019.07.12,201410422901X,2014.08.25,南京理工大学,王鸿美;,210094江苏省南京市玄武区孝陵卫200号,G01N21/84(2006.01)I
62,基于Ir协议的射频单元与基带单元告警同步方法及系统,CN104185266B,2019.07.12,2.0131E+12,2013.05.21,中兴通讯股份有限公司,刘正钢,518057广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦法务部,H04W56/00(2009.01)I;??H04W24/04(2009.01)I
63,工作台和具有该工作台的麻醉机,CN104208781B,2019.07.12,2.0131E+12,2013.05.31,北京谊安医疗系统股份有限公司,张凯,100070北京市丰台区丰台科学城航丰路4号,A61M16/01(2006.01)I
64,一种风力发电机组塔筒门锁的防护装置,CN104213763B,2019.07.12,201410392309X,2014.08.06,内蒙古航天亿久科技发展有限责任公司,王洁;,010110内蒙古自治区呼和浩特市金山开发区金山大道17号,E05B17/20(2006.01)I;
65,一种风力发电机组塔筒门锁的保护装置,CN104213764B,2019.07.12,2.0141E+12,2014.08.06,内蒙古航天亿久科技发展有限责任公司,李财源;,010110内蒙古自治区呼和浩特市金山开发区金山大道17号,E05B17/20(2006.01)I;
66,适于被插入在两个相对可滑动的构件之间的密封组件,CN104214265B,2019.07.12,2.0141E+12,2014.06.04,SKF公司,M·布雷索;??F·斯加拉莫奇诺,瑞典哥德堡,F16F9/36(2006.01)I;??F16J15/32(2016.01)I
67,像素及使用该像素的有机发光显示装置,CN104218066B,2019.07.12,2.0141E+12,2014.05.30,三星显示有限公司,朴镕盛;??崔珉赫;??金东奎,韩国京畿道,H01L27/32(2006.01)I;??G09G3/3233(2016.01)I
68,烧结装置、烧结体的制造方法和靶材,CN104233203B,2019.07.12,2.0141E+12,2014.06.09,索尼半导体解决方案公司,足立研,日本神奈川县,C23C14/34(2006.01)I;??C04B35/622(2006.01)I
69,有机发光二极管显示器,CN104241323B,2019.07.12,2.0141E+12,2014.05.20,三星显示有限公司,曹尚焕;,韩国京畿道龙仁市,H01L27/32(2006.01)I
70,天线结构及应用该天线结构的无线通信装置,CN104241818B,2019.07.12,2.0131E+12,2013.06.24,深圳富泰宏精密工业有限公司;,林彦辉,518109广东省深圳市宝安区龙华镇富士康科技工业园F3区A栋,H01Q1/36(2006.01)I;
71,多频天线及应用该多频天线的无线通信装置,CN104241871B,2019.07.12,2.0131E+12,2013.06.06,深圳富泰宏精密工业有限公司;,赖志宏;??林彦辉,518109广东省深圳市宝安区龙华镇富士康科技工业园F3区A栋,H01Q21/30(2006.01)I;??H01Q1/36(2006.01)I
72,天线结构及应用该天线结构的无线通信装置,CN104241872B,2019.07.12,2.0131E+12,2013.06.11,深圳富泰宏精密工业有限公司;,赖志宏;??林彦辉,518109广东省深圳市宝安区龙华镇富士康科技工业园F3区A栋,H01Q21/30(2006.01)I;
73,开关电源设备、开关电源控制方法和电子装置,CN104242660B,2019.07.12,2.0141E+12,2014.06.03,索尼公司,古贺智博,日本东京都,H02M3/335(2006.01)I;??H02M7/06(2006.01)I
74,放射线摄像装置及放射线摄像显示系统,CN104243856B,2019.07.12,2.0141E+12,2014.06.04,索尼公司,藤村尚,日本东京,H04N5/32(2006.01)I;
75,植物叶片总RNA提取方法,CN104263720B,2019.07.12,2.0141E+12,2014.09.03,北京林业大学,王华芳;??唐文思;??吴国栋,100083北京市海淀区清华东路35号北京林业大学,C12N15/10(2006.01)I
76,空调室内机及空调,CN104279622B,2019.07.12,2.0131E+12,2013.07.03,海尔集团公司;??青岛海高设计制造有限公司,周枢;,266101山东省青岛市崂山区高科园海尔路1号海尔工业园,F24F1/0063(2019.01)I;
77,空调室内机及空调,CN104279623B,2019.07.12,2.0131E+12,2013.07.03,海尔集团公司;??青岛海高设计制造有限公司,杜鹃;,266101山东省青岛市崂山区高科园海尔路1号海尔工业园,F24F1/00(2019.01)I;??F24F13/10(2006.01)I
78,电连接器壳体,CN104283046B,2019.07.12,2.0141E+12,2014.07.09,泰科电子法国公司,E·查特卢斯,法国蓬图瓦兹,H01R13/514(2006.01)I;??H01R13/52(2006.01)I
79,高速电连接器组合及其耦接的电路板,CN104283067B,2019.07.12,2.0141E+12,2014.07.07,冯辉舜;??陈津佑,冯辉舜;??陈津佑,中国台湾台北市信义区东兴路45号3楼,H01R13/6471(2011.01)I
80,用于预览双镜头图像的方法和设备,CN104284064B,2019.07.12,2.0141E+12,2014.07.04,三星电子株式会社,金汶洙,韩国京畿道水原市,H04N5/225(2006.01)I;??H04N5/232(2006.01)I
81,用于异构网络中的干扰减轻的系统和方法,CN104285485B,2019.07.12,2.0138E+12,2013.05.14,英特尔公司,A·S·易伯拉欣;,美国加利福尼亚州,H04W72/00(2006.01)I;??H04W16/32(2006.01)I
82,统合地编码语音信号和音频信号的编码方法和解码方法,CN104299618B,2019.07.12,2.0141E+12,2009.07.14,韩国电子通信研究院;??光云大学校产学协力团,李泰辰;,韩国大田市,G10L19/20(2013.01)I
83,一种移动性处理方法及装置,CN104301947B,2019.07.12,201310300619X,2013.07.17,中兴通讯股份有限公司,章正权,518057广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦法务部,H04W36/00(2009.01)I
84,用于工业皮革的改进的真空干燥机,CN104321445B,2019.07.12,2.0138E+12,2013.06.28,卡尔蒂格利诺·奥菲希恩公司,A·波拉托,意大利维琴察,C14B1/58(2006.01)I
85,车辆,CN104340141B,2019.07.12,2.0141E+12,2014.07.25,福特全球技术公司,刘忆民;,美国密歇根州迪尔伯恩市,B60R16/02(2006.01)I
86,导电性液体硅橡胶组合物和高电压电缆用常温收缩橡胶构件,CN104341778B,2019.07.12,2.0141E+12,2014.07.22,信越化学工业株式会社,首藤重挥;??饭野干夫,日本东京,C08L83/07(2006.01)I;
87,发光元件、发光元件晶片和电子装置,CN104347768B,2019.07.12,2.0141E+12,2014.07.23,索尼半导体解决方案公司,斋藤大辅;,日本神奈川县,H01L33/10(2010.01)I;??H01L33/22(2010.01)I
88,电池模块,CN104347833B,2019.07.12,2.0141E+12,2014.07.11,三星SDI株式会社,李章旭;??林长永,韩国京畿道,H01M2/10(2006.01)I;??H01M2/12(2006.01)I
89,下行功率调整的通知方法及装置、获取方法及装置,CN104349442B,2019.07.12,2.0131E+12,2013.08.07,中兴通讯股份有限公司,徐汉青;,518057广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦法务部,H04W52/14(2009.01)I;
90,一种无线资源控制连接处理方法、装置及基站,CN104349502B,2019.07.12,2.0131E+12,2013.08.09,中兴通讯股份有限公司,章正权,518057广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦法务部,H04W76/11(2018.01)I;??H04W76/30(2018.01)I
91,用于高性能视频编码中的无损编码模式的环内滤波的装置,CN104350752B,2019.07.12,2.0138E+12,2013.01.17,华为技术有限公司,高文;??于浩平,518129广东省深圳市龙岗区坂田华为总部办公楼,H04N19/82(2014.01)I;
92,用于电子器件的热虹吸系统,CN104364728B,2019.07.12,2.0138E+12,2013.07.09,谷歌有限责任公司,杰里米·赖斯;,美国加利福尼亚州,G06F1/20(2006.01)I;??H05K7/20(2006.01)I
93,用于制备能够同时利用葡萄糖和木糖的突变大肠杆菌的方法,CN104371963B,2019.07.12,2.0141E+12,2014.08.08,蔚山科学技术院,李成国;,韩国蔚山广域市,C12N1/21(2006.01)I;
94,显示装置及用于制造该显示装置的方法,CN104376785B,2019.07.12,2.0141E+12,2014.08.08,三星显示有限公司,李寅湳;,韩国京畿道龙仁市,G09F9/00(2006.01)I;
95,柔性显示器,CN104377223B,2019.07.12,2.0141E+12,2014.08.11,三星显示有限公司,金光年,韩国京畿道,H01L27/32(2006.01)I;??H01L51/52(2006.01)I
96,应用于基于服务器的定位系统的定位数据分布的方法及装置,CN104378820B,2019.07.12,2.0141E+12,2014.08.13,马维尔国际贸易有限公司,刘柏池;,巴巴多斯圣米加勒,H04W64/00(2009.01)I
97,一种原位修复土壤中重金属污染物的装置及其修复方法,CN104384179B,2019.07.12,201410171864X,2014.04.28,华北电力大学,何理;,102206北京市昌平区回龙观北农路2号,B09C1/08(2006.01)I
98,一种预测式低延时地理路由方法,CN104394554B,2019.07.12,2.01411E+12,2014.12.19,湘潭大学,李哲涛;,411105湖南省湘潭市雨湖区羊牯塘27号湘潭大学,H04W28/08(2009.01)I;
99,一种数据传输控制方法及终端,CN104411002B,2019.07.12,201410621135X,2014.11.05,惠州TCL移动通信有限公司,谢灼伦,516006广东省惠州市仲恺高新区和畅七路西86号,H04W52/02(2009.01)I
100,分片组装式集装箱、制造和堆存与运输方法及成品模块,CN104417964B,2019.07.12,2.0131E+12,2013.09.09,太仓中集集装箱制造有限公司;,胡浩棋;,江苏省苏州市太仓市港口开发区,B65D88/10(2006.01)I;
101,照明装置,CN104421711B,2019.07.12,201410438025X,2014.08.29,LG伊诺特有限公司,孙彦镐;??辛美娜;??安永主,韩国首尔,F21K9/232(2016.01)I;
102,空调,CN104422105B,2019.07.12,2.0141E+12,2014.08.22,三星电子株式会社,李旭镇;??朱雅井;??李容镐,韩国京畿道水原市,F24F13/20(2006.01)I
103,显影剂收纳容器,CN104423215B,2019.07.12,2.0141E+12,2014.08.22,柯尼卡美能达株式会社,篠原广树;,日本东京都,G03G15/08(2006.01)I
104,语音处理系统和方法,CN104424943B,2019.07.12,2.0141E+12,2014.08.22,株式会社东芝,陈浪舟,日本东京都,G10L15/07(2013.01)I;??G10L15/14(2006.01)I
105,可重配置电路及其解码器,CN104425037B,2019.07.12,2.01311E+12,2013.08.19,恩智浦美国有限公司,王岭;,美国得克萨斯,G11C29/12(2006.01)I
106,一种语音通话方法及装置,CN104427068B,2019.07.12,2.0131E+12,2013.09.06,中兴通讯股份有限公司,康健超,518057广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦法务部,H04M1/26(2006.01)I;
107,一种直播媒体共享的方法、流媒体服务器及节点子系统,CN104427354B,2019.07.12,2.0131E+12,2013.08.28,中兴通讯股份有限公司,张晓渠;??姚敏,518057广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦法务部,H04N21/238(2011.01)I;
108,miR-155在制备防治急性肺损伤药物中的用途,CN104436195B,2019.07.12,2.0131E+12,2013.09.18,上海交通大学医学院附属仁济医院,沈南;,200001上海市黄浦区山东中路145号,A61K45/00(2006.01)I;
109,旋转阀位置指示器,CN104455691B,2019.07.12,2.0141E+12,2014.09.15,费希尔控制国际公司,B·W·贝尔,美国爱荷华州,F16K37/00(2006.01)I
110,一种边缘显示与液晶显示集成的方案,CN104464557B,2019.07.12,2.0131E+12,2013.09.24,夏展敏;??丁炜慷,夏展敏;??丁炜慷,200060上海市普陀区常德路1185弄14号2603室,G09F9/35(2006.01)I;
111,固态摄像装置、制造固态摄像装置的方法以及电子装置,CN104465681B,2019.07.12,2.0141E+12,2014.09.01,索尼公司,菊地晃司,日本东京,H01L27/146(2006.01)I;??H04N5/335(2011.01)I
112,一种深度包检测控制方法及装置,CN104468253B,2019.07.12,2.0131E+12,2013.09.23,中兴通讯股份有限公司,黄孙亮;??冯军;??范亮,518057广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦法务部,H04L12/26(2006.01)I;??H04L12/801(2013.01)I
113,流表的多级化方法、多级流表处理方法及装置,CN104468357B,2019.07.12,2.0131E+12,2013.09.16,中兴通讯股份有限公司,刘彬;,518057广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦法务部,H04L12/741(2013.01)I;??H04L12/931(2013.01)I
114,摄像模块,CN104469106B,2019.07.12,2.0141E+12,2014.09.12,LG伊诺特有限公司,郑然白,韩国首尔,H04N5/225(2006.01)I;
115,基于领域搜索的FARIMA模型Hurst参数估计方法,CN104469795B,2019.07.12,2.01411E+12,2014.11.10,上海交通大学,李毅飞;,200240上海市闵行区东川路800号,H04W16/22(2009.01)I
116,一种表达菌丝霉素的重组菌及其应用,CN104480059B,2019.07.12,2.01411E+12,2014.12.30,广东海纳川生物科技股份有限公司,周玉岩;,528500广东省佛山市高明区沧江工业园杨和园区沙水河西路,C12N1/21(2006.01)I;
117,掩模检查装置和方法以及虚拟图产生装置和方法,CN104483811B,2019.07.12,2.01411E+12,2010.01.29,三星显示有限公司,赵赞衡;??闵卿旭,韩国京畿道,G03F1/84(2012.01)I;??H01L51/56(2006.01)I
118,虚拟机的动态资源分配,CN104508634B,2019.07.12,2.0138E+12,2013.06.21,安华高科技股份有限公司,B·Y·陈;??V·M·阿布拉哈姆,新加坡新加坡市,G06F9/50(2006.01)I;??G06F9/455(2006.01)I
119,一种含有雾化檀香精油的香氛及其制备方法,CN104511043B,2019.07.12,2.0131E+12,2013.09.29,雷兆凤,雷兆凤,澳大利亚布里斯班,A61L9/14(2006.01)I;??A61L101/56(2006.01)N
120,分段固定刀片、刀片组和毛发切割器具,CN104511916B,2019.07.12,2.01411E+12,2014.09.29,皇家飞利浦有限公司,M·斯塔佩尔布罗克;??J·范达伦,荷兰艾恩德霍芬市,B26B19/04(2006.01)I;
121,导光板、通过挤压制造的导光板及具有导光板的显示装置,CN104516048B,2019.07.12,2.0141E+12,2014.03.18,三星显示有限公司,金炯柱;,韩国京畿道,G02B6/00(2006.01)I;??G02F1/13357(2006.01)I
122,显示设备和用于提供该显示设备的字体效果的方法,CN104517302B,2019.07.12,2.01411E+12,2014.09.28,三星电子株式会社,郑圭埙;,韩国京畿道水原市,G06T11/00(2006.01)I;??G06T3/40(2006.01)I
123,使用霍尔传感器的盖打开检测设备和方法以及显示终端,CN104519166B,2019.07.12,2.0141E+12,2014.08.01,美格纳半导体有限公司,陈炯男;??朴承焕,韩国忠清北道,H04M1/02(2006.01)I;??G01R33/07(2006.01)I
124,用于使至少一个连接片与文件页张连接的方法、用于制造安全文件的方法以及安全文件,CN104520117B,2019.07.12,2.0138E+12,2013.07.03,联邦印刷有限公司,M·西伯特;??J·艾尔克,德国柏林,B42D25/00(2014.01)I;
125,用于在电信系统中处置连接设置的方法和设备,CN104521311B,2019.07.12,2.0128E+12,2012.11.05,瑞典爱立信有限公司,A.伯格斯特雷姆;,瑞典斯德哥尔摩,H04W74/08(2006.01)I
126,计测信息管理系统、方法、存储介质、和信息设备,CN104545803B,2019.07.12,2.01411E+12,2014.10.10,精工爱普生株式会社,长崎慎太郎;??荒木由加里;??尾岛匡则,日本东京,A61B5/00(2006.01)I
