item,name,authorization_notice_id,authorized_announcement_date,filing_id,filing_date,patentee,designer,address,Int.Cl.
13,脑瘫儿童康复用自动控制站立架,CN209092043U,2019.07.12,2017217458730,2017.12.14,佳木斯大学,马慧彬;,154007黑龙江省佳木斯市向阳区四丰路48号,A61H1/00(2006.01)I
14,防滑耐用的医用脚套,CN209091766U,2019.07.12,2017210640198,2017.08.24,河源市鸿德医疗用品有限公司,袁伟强,517400广东省河源市紫金县临江工业园区工业三路河源市鸿德医疗用品有限公司,A61F5/00(2006.01)I
15,一种可精确控制弯曲的内窥镜,CN209091315U,2019.07.12,2017210747212,2017.08.25,上海伴诚医疗科技有限公司,刘奇; 兰津; 马捷,201210上海市浦东新区天雄路588弄1-28号3号楼二楼203室,A61B1/005(2006.01)I
16,一种陶瓷成型装置,CN209093294U,2019.07.12,2017210952202,2017.08.30,赣州科盈结构陶瓷有限公司,龚斌;,341000江西省赣州市章贡区虔东大道289号,B01J2/04(2006.01)I
17,一种拉篮框体,CN209090271U,2019.07.12,2017213206425,2017.10.13,宁波凯斯宝玛卫厨有限公司,邬光杨,315500浙江省宁波市奉化区江口街道方桥开发区恒丰路7号,A47B55/00(2006.01)I
18,一种用于经皮手术的手术刀,CN209091548U,2019.07.12,2017211894971,2017.09.18,李卓,李卓;,110015辽宁省沈阳市沈河区文化路83号沈阳军区总医院,A61B17/3213(2006.01)I
19,一种乳头内陷纠正乳罩,CN209092280U,2019.07.12,2017212389823,2017.09.26,唐芳; 宋技峰,唐芳;,410001湖南省长沙市湖南省人民医院,A61M1/00(2006.01)I; A61H9/00(2006.01)I
20,一种放疗用头架固定装置,CN209092540U,2019.07.12,2017212625525,2017.09.28,北京全域医疗技术集团有限公司,朱晓华;,100013北京市东城区北三环东路36号1号楼A座1703,A61N5/10(2006.01)I
21,一种艾灸器,CN209092141U,2019.07.12,2017215588320,2017.11.21,申向明,申向明; 管小琳,047300山西省长治市壶关县龙泉镇南关村1组69007号,A61H39/06(2006.01)I
22,一种隔热结构以及移动终端,CN209105515U,2019.07.12,2017212674678,2017.09.29,深圳传音制造有限公司,秦西利,518000广东省深圳市南山区粤海街道深圳湾科技生态园9栋B座16层01-07号房,H05K5/02(2006.01)I; H05K7/20(2006.01)I
23,精准目标导向的手术导板,CN209091656U,2019.07.12,2017215539521,2017.11.20,谢韶旺; 刘哲群; 何欣,谢韶旺; 刘哲群; 何欣,116000辽宁省大连市沙河口区黑石礁街52号,A61B90/11(2016.01)I; A61B17/34(2006.01)I
24,一种多功能的床单,CN209090621U,2019.07.12,2017217412690,2017.12.14,中大鑫新材料科技（厦门）有限公司,许达士,361000福建省厦门市海沧区坪埕北路5号（小生产车间1-3#）1-2层,A47G9/02(2006.01)I;
25,一种可旋转式扫把,CN209091219U,2019.07.12,2017214165545,2017.10.30,毛子涵,毛子涵,324100浙江省衢州市江山市市区乌木山一区57号,A47L13/10(2006.01)I; A47L13/42(2006.01)I
26,一种可拆炊具手柄组件,CN209091058U,2019.07.12,2017216875318,2017.12.07,浙江伯是购厨具有限公司,应茂通; 刘志勇,321200浙江省金华市武义县泉溪镇金岩山工业区,A47J45/07(2006.01)I
27,一种宠物专用自粘式Y型留置针,CN209091722U,2019.07.12,2017214904138,2017.11.10,四川农业大学,但佳明;,611130四川省成都市温江区惠民路211号四川农业大学,A61D7/00(2006.01)I
28,一种妇科窥器,CN209091342U,2019.07.12,2017215381274,2017.11.16,贵州省人口和计划生育科学研究技术指导所,唐春野;,550004贵州省贵阳市云岩区安云路樱花巷18号,A61B1/303(2006.01)I; A61B1/32(2006.01)I
29,壳体组件,CN209098203U,2019.07.12,201721340237X,2017.10.16,佛山市顺德区美的饮水机制造有限公司;,张仕荣; 吴韩,528311广东省佛山市顺德区北滘镇广教社区居民委员会广乐路68号1号厂房首楼及二楼之一,C02F1/00(2006.01)I
30,一种实验用小鼠灌胃器,CN209091721U,2019.07.12,201721466853X,2017.11.06,宜春学院,李伟;,336000江西省宜春市袁州区学府路576号宜春学院,A61D7/00(2006.01)I
31,一种担架,CN209091893U,2019.07.12,2017216892968,2017.12.07,宋冬梅,宋冬梅,274000山东省菏泽市曹州路12号,A61G1/02(2006.01)I;
32,一种高度可调货架,CN209090592U,2019.07.12,2017214244439,2017.10.31,国以贤智能科技（上海）有限公司,张琴; 贺松,201615上海市松江区中心路1158号5幢603室-1,A47F5/10(2006.01)I; A47B57/22(2006.01)I
33,康健装置,CN209092052U,2019.07.12,2017214515197,2017.11.02,江苏安惠医疗器械有限公司,王江,226009江苏省南通市经济开发区振兴路95号,A61H1/02(2006.01)I;
34,一种医疗用利于恢复的胫骨固定装置,CN209091594U,2019.07.12,2017214579574,2017.11.06,邱伟,邱伟; 孟召阳,277500山东省枣庄市滕州市荆河中路292,A61B17/80(2006.01)I; A61B17/86(2006.01)I
35,一种急诊用吸痰管,CN209092499U,2019.07.12,2017215113497,2017.11.13,中国人民解放军总医院,刘钰; 宋海楠; 孙景波,100853北京市海淀区复兴路28号,A61M25/14(2006.01)I;
36,一种封堵器联合覆膜支架装置,CN209091493U,2019.07.12,2017215094354,2017.11.13,上海形状记忆合金材料有限公司,张成;,201612上海市松江区漕河泾开发区松江高科技园莘砖公路258号41幢一层、五层,A61B17/12(2006.01)I; A61F2/07(2013.01)I
37,一种轻质便携式钛合金牙签,CN209091686U,2019.07.12,2017214783364,2017.11.08,刘金平,刘金平,331300江西省吉安市新干县溧江乡王山村上王山自然村65号,A61C15/02(2006.01)I
38,凉感面膜,CN209092227U,2019.07.12,201721671177X,2017.12.05,京漾生技事业股份有限公司,吴晋东;,中国台湾台中市西屯区工业区35路3号2楼,A61K8/02(2006.01)I;
39,一种无烟灸装置,CN209092140U,2019.07.12,2017215365587,2017.11.16,重庆海艾士科技有限公司,陈则林; 赵炜华; 朱传军,400060重庆市经开区回龙路68号1幢2单元10-1号,A61H39/06(2006.01)I
40,灸治装置,CN209092142U,2019.07.12,2017215816168,2017.11.23,重庆海艾士科技有限公司,赵百孝; 陈则林; 赵炜华,400060重庆市经开区回龙路68号1幢2单元10-1号,A61H39/06(2006.01)I
41,一种多功能理发椅,CN209090424U,2019.07.12,2017216193094,2017.11.28,上海应用技术大学,黄恒茂;,200235上海市徐汇区漕宝路120-121号,A47C1/06(2006.01)I;
42,一种用于眼部手术的开睑器,CN209091464U,2019.07.12,2017216229734,2017.11.29,邱顺梅; 陈炜,邱顺梅; 陈炜; 卢晔,550000贵州省贵阳市云岩区毓秀路25号,A61B17/02(2006.01)I;
43,一种锅具,CN209090910U,2019.07.12,2017216390069,2017.11.30,西安庄信新材料科技有限公司,吴华;,710000陕西省西安市西安经济技术开发区泾渭工业园陕汽北路,A47J36/02(2006.01)I;
44,一种吸盘式容器,CN209090649U,2019.07.12,2017216452008,2017.11.30,赞之作有限公司,蔡光荣,中国香港深水埗区长沙湾青山道339号恒生青山道大厦1101室,A47G19/22(2006.01)I; B25B11/00(2006.01)I
45,一种多功能地宫盒面板,CN209090708U,2019.07.12,2017216518895,2017.12.01,温立夫,温立夫,511540广东省清远市清城区半环北路7号假日豪苑逸雅居二幢402房复式,A47G33/00(2006.01)I
46,一种船用导流板式环形导管,CN209096990U,2019.07.12,2017216544207,2017.12.02,中船重工（上海）节能技术发展有限公司,陈雷强;,200011上海市黄浦区高雄路189号312室,B63H5/15(2006.01)I
47,智能床垫,CN209090524U,2019.07.12,2017216687713,2017.12.04,深圳市三分之一睡眠科技有限公司,孙成俊; 卢坤涛,518000广东省深圳市南山区桃源街道珠光创新科技园1栋1层,A47C31/12(2006.01)I; A47C21/00(2006.01)I
48,一种便于特殊人群使用的电水壶,CN209090860U,2019.07.12,2017217627372,2017.12.15,温州市华耀医疗器械有限公司,林以栋,325805浙江省温州市苍南县金乡镇河头北路213号,A47J27/212(2006.01)I; A47J27/21(2006.01)I
49,一种温控精油艾灸贴,CN209092146U,2019.07.12,2017218023774,2017.12.19,田四海,田四海,435300湖北省黄冈市蕲春县李时珍国际医药港B1-20,A61H39/06(2006.01)I
50,蒸烤设备用内胆及具有其的烤箱,CN209090937U,2019.07.12,2017218161191,2017.12.22,珠海格力电器股份有限公司,尤艳;,519070广东省珠海市前山金鸡西路,A47J37/06(2006.01)I
51,一种可拆卸式睡袋外囊,CN209090625U,2019.07.12,2017218322691,2017.12.25,中原工学院,高文君,451191河南省郑州市新郑双湖经济技术开发区淮河路1号,A47G9/08(2006.01)I
52,智能密集架,CN209090296U,2019.07.12,2017219271269,2017.12.29,广州翔特钢艺办公设备有限公司,罗高华,511458广东省广州市南沙区榄核镇牛角村自编1号,A47B63/00(2006.01)I;
53,一种回插型输液器,CN209092360U,2019.07.12,2017218062497,2017.12.21,李静,李静,214100江苏省无锡市滨湖区华庄街道尚锦城136-3501,A61M5/14(2006.01)I; A61M5/165(2006.01)I
54,一种护理用清洗瓶,CN209092345U,2019.07.12,2017218090815,2017.12.22,伍仕玉,伍仕玉; 李龙才,611330四川省成都市大邑县晋原镇北街323号,A61M3/02(2006.01)I  
55,核电站PLC逻辑控制器通用教学装置,CN209103637U,2019.07.12,201721809389X,2017.12.22,中核核电运行管理有限公司;,李平;,314300浙江省嘉兴市海盐县中核核电运行管理有限公司科技管理处,G09B23/18(2006.01)I; G05B19/05(2006.01)I
56,一种精准克氏针导向复位器,CN209091606U,2019.07.12,2017218177927,2017.12.22,河南省洛阳正骨医院（河南省骨科医院）,王孝辉;,471000河南省洛阳市瀍河区启明南路82号,A61B17/90(2006.01)I
57,一种传染病预防用空气杀菌消毒器,CN209092275U,2019.07.12,201721835270X,2017.12.25,郑州舒柯科技有限公司,杜晓东,450000河南省郑州市自贸试验区郑州片区（郑东）地润路18号建业总部港B座306号,A61L9/14(2006.01)I
58,一种蒸汽眼贴,CN209092121U,2019.07.12,2017218431909,2017.12.26,湖北艾中艾本草科技有限公司,余绍广; 冯章伦,435300湖北省黄冈市蕲春县漕河镇六房垸村,A61H33/12(2006.01)I; A61M37/00(2006.01)I
59,磨豆装置及磨豆咖啡机,CN209090894U,2019.07.12,2017218679209,2017.12.26,威斯达电器（中山）制造有限公司,陈晓霖; 赵国治,528458广东省中山市五桂山镇长命水村,A47J31/42(2006.01)I
60,一种用于义齿上蜡的蜡型器,CN209091685U,2019.07.12,201721904730X,2017.12.29,珠海荟康达义齿科技有限公司,郑旺云,519000广东省珠海市香洲区前山翠珠路9号23栋5楼B区,A61C13/34(2006.01)I; A61C13/00(2006.01)I
61,一种双盖保温杯,CN209090651U,2019.07.12,2017219219109,2017.12.30,武义泰祺硕杯业有限公司,陈醒宇,321200浙江省金华市武义县白洋工业区牛背金知音路,A47G19/22(2006.01)I
62,电动密集架,CN209090297U,2019.07.12,2017219284108,2017.12.29,广州翔特钢艺办公设备有限公司,罗高华,511458广东省广州市南沙区榄核镇牛角村自编1号,A47B63/00(2006.01)I;
63,传输线路以及电子设备,CN209104338U,2019.07.12,2017900008570,2017.06.22,株式会社村田制作所,用水邦明; 谷口胜己,日本京都府,H01P3/08(2006.01)I
64,一种新型护理箱,CN209091973U,2019.07.12,201820008811X,2018.01.02,杨秀芬,杨秀芬,272100山东省济宁市兖州市东桥北路133号,A61G12/00(2006.01)I
65,一种机械打捞装置,CN209089721U,2019.07.12,2018200296790,2018.01.09,佛山杰致信息科技有限公司,王玉环,528300广东省佛山市顺德区容桂容新居委会环山路阳光花园四座瑞莲苑6A号,A01K63/10(2017.01)I; A01K63/04(2006.01)I
66,一种自由式无钢针精控可留置输液系统,CN209092387U,2019.07.12,2018200427706,2018.01.10,程基才,程基才,161005黑龙江省齐齐哈尔市龙沙区南航街道兴业社区83组,A61M5/148(2006.01)I;
67,一种液瓶排液装置,CN209091113U,2019.07.12,2018200610044,2018.01.15,北京风语智格物联科技有限公司,张大川;,100045北京市西城区月坛南街26号1号楼2035A室,A47K5/122(2006.01)I;
68,一种新型医疗缝针,CN209091484U,2019.07.12,2018201286480,2018.01.25,王慧敏,王慧敏; 张桂萍,262700山东省潍坊市寿光市田柳镇植庭街30号,A61B17/06(2006.01)I
69,一种家庭医疗用身体监测仪器,CN209091369U,2019.07.12,2018201442347,2018.01.29,深圳市艾沃电子科技有限公司,洪少莹,518000广东省深圳市宝安区沙井街道后亭社区第二工业区86号3层C5北,A61B5/022(2006.01)I;
70,带灯语音播报液体压强演示仪,CN209103627U,2019.07.12,2018202194113,2018.02.06,王春霞,王春霞,516083广东省惠州市大亚湾区石化大道西66号卓越蔚蓝海岸小区8B504,G09B23/12(2006.01)I
71,一种纸巾牙签一体盒,CN209091122U,2019.07.12,2018200212047,2018.01.04,曹兴慧,曹兴慧,524400广东省湛江市廉江市车板镇大岭村29号,A47K10/20(2006.01)I
72,一种带有升降式行走机构的可拆装自动双面擦玻璃装置,CN209091154U,2019.07.12,2018201801373,2018.02.01,朱江,朱江,650000云南省昆明市五华区江岸小区一期33幢201室,A47L1/03(2006.01)I
73,地温与太阳能无机介质热管道路融雪系统,CN209099107U,2019.07.12,2018200868963,2018.01.19,山东省交通规划设计院,宋杰;,250031山东省济南市天桥区无影山西路576号,E01C11/26(2006.01)I;
74,一种感染科用消毒装置,CN209092234U,2019.07.12,201820112994X,2018.01.23,曹志升,曹志升; 刘凤云,262100山东省潍坊市安丘市人民医院感染科,A61L2/07(2006.01)I; A61L2/26(2006.01)I  
75,烹饪器具,CN209090744U,2019.07.12,2018201305886,2018.01.25,浙江苏泊尔家电制造有限公司,马超,310052浙江省杭州市滨江区高新技术产业区滨安路501号,A47J27/00(2006.01)I; A47J36/00(2006.01)I
76,一种瓶口的消毒装置,CN209092230U,2019.07.12,2018201972803,2018.02.05,苏州安充医疗科技有限公司,王洪明; 蔡军; 张玉武,215028江苏省苏州市苏州工业园区新发路27号3楼,A61L2/02(2006.01)I;
77,用于转辙机控制道岔综合实训装置,CN209103569U,2019.07.12,2018201996884,2018.02.06,柳州铁道职业技术学院,李水明;,545616广西壮族自治区柳州市文苑路2号,G09B9/00(2006.01)I
78,一种多媒体教室用桌,CN209090252U,2019.07.12,2018202101176,2018.02.05,广州永威高科技有限公司,刘伟浩,511458广东省广州市南沙区黄阁镇海头新街54号101房,A47B41/00(2006.01)I;
79,一种中医内科骨伤红外检测设备,CN209092527U,2019.07.12,2018202167351,2018.02.07,邱铕滇,邱铕滇; 蒋小华,515647广东省潮州市潮安区古巷镇老市街中段古巷中心卫生院中医康复科,A61N5/06(2006.01)I
80,一种改进型艾灸装置,CN209092149U,2019.07.12,2018202168496,2018.02.07,圣菲之美（湖北）生物科技有限公司,陆希; 邹超强,438300湖北省黄冈市麻城市经济开发区金广大道以南,A61H39/06(2006.01)I
81,靠垫块及包含其的康复装置,CN209091778U,2019.07.12,2018202258878,2018.02.08,胡永凯,胡永凯,201614上海市松江区松江科技园区光华路279号,A61F5/01(2006.01)I; A61H1/00(2006.01)I
82,尿袋及尿袋组件,CN209092284U,2019.07.12,2018202910058,2018.02.28,兰州大学第二医院,杨瑾,730000甘肃省兰州市城关区临夏路萃英门80号,A61M1/00(2006.01)I;
83,一种可监测纸巾的纸巾切割机,CN209091132U,2019.07.12,2018203088535,2018.03.07,北京小趣智品科技有限公司,李峥,100020北京市朝阳区光华路SOHO二期D座5-2,A47K10/36(2006.01)I
84,用于护理床的辅助翻身装置,CN209091949U,2019.07.12,2018203486405,2018.03.14,重庆市中医院,徐敏敏;,400020重庆市江北区盘溪七支路6号,A61G7/057(2006.01)I
85,用于制造防滑脱笔芯的模具,CN209096339U,2019.07.12,2018202635883,2018.02.23,大连爱森文教用品有限公司,张玉君; 边宏; 周毅,116100辽宁省大连市金州区汉正路16号,B43K19/18(2006.01)I
86,一种医用洗胃床用颈部固定装置,CN209092024U,2019.07.12,2018202787782,2018.02.28,侯林林,侯林林;,271415山东省泰安市宁阳县东庄乡医院宿舍15号,A61G13/12(2006.01)I
87,可视化感应式手术床,CN209092003U,2019.07.12,2018202802903,2018.02.26,华中科技大学同济医学院附属同济医院,赵体玉;,430030湖北省武汉市汉口解放大道1095号,A61G13/00(2006.01)I; A61G13/10(2006.01)I
88,一种用于加强肌腱吻合口的肌腱防粘连膜吻合器,CN209091488U,2019.07.12,2018203007256,2018.03.05,王志勇,王志勇,225400江苏省泰州市泰兴市国庆东路118号1305室,A61B17/064(2006.01)I
89,医疗头枕,CN209092025U,2019.07.12,201820301094X,2018.03.05,李光大,李光大,137400内蒙古自治区兴安盟乌兰浩特市查干东街幸福巷58号副2号2单元103号,A61G13/12(2006.01)I
90,一种人体下肢负重状态模拟装置,CN209091382U,2019.07.12,2018203047662,2018.03.06,潘诗农,潘诗农; 殷国良; 姚鹏,110000辽宁省沈阳市和平区三好街圣春巷6号2-1-1,A61B5/055(2006.01)I
91,一种内科用多功能护理架,CN209091974U,2019.07.12,2018203368663,2018.03.13,邓彩菊,邓彩菊; 杨万千; 柏爱华,550025贵州省贵阳市花溪区园亭路52号3栋1单元附5号,A61G12/00(2006.01)I
92,一种肝胆外科用引流袋,CN209092287U,2019.07.12,2018203135339,2018.03.07,毕书艳,毕书艳; 王娜,255069山东省淄博市张店区南世纪路盛世康城2号楼3单元601号,A61M1/00(2006.01)I
93,一种生殖护理消毒装置,CN209092505U,2019.07.12,2018203222445,2018.03.09,中国人民解放军第四军医大学,刘梅; 肖西峰; 罗珩,710038陕西省西安市灞桥区新寺路1号,A61M35/00(2006.01)I
94,一种医用西药压片装置,CN209092198U,2019.07.12,2018203265296,2018.03.10,黄红梅,黄红梅,252400山东省聊城市临清县新华路窑口街317号临清人民医院药械科,A61J3/10(2006.01)I
95,一种输液报警系统,CN209092405U,2019.07.12,2018203321525,2018.03.09,山东亚华电子股份有限公司,刘锦绣;,255000山东省淄博市高新区青龙山路9509号,A61M5/168(2006.01)I
96,多功能艾灸凳,CN209092150U,2019.07.12,2018203337222,2018.03.12,郑州康容健康管理有限公司,田武松,450000河南省郑州市二七区解放路30号1号楼2单元27层2705号,A61H39/06(2006.01)I; B08B15/04(2006.01)I
97,一种可变模量的个性化股骨柄假体,CN209091750U,2019.07.12,2018203438986,2018.03.14,华南理工大学,宋长辉;,510640广东省广州市天河区五山路381号,A61F2/36(2006.01)I
98,一种适用于多种水杯的家用清洗装置,CN209091267U,2019.07.12,2018203460477,2018.03.14,陈伟平,陈伟平,323600浙江省丽水市云和县白龙山街道黄水碓村东山下20号,A47L15/37(2006.01)I; A47L15/42(2006.01)I
99,一种多功能手术用锁扣钳,CN209091533U,2019.07.12,2018203502183,2018.03.14,江苏省人民医院（南京医科大学第一附属医院）,王俊;,210029江苏省南京市广州路300号,A61B17/28(2006.01)I
100,一次性外耳道冲洗连接管,CN209091849U,2019.07.12,2018203772036,2018.03.20,盖荣,盖荣; 王朝阳,841000新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒市人民东路41号巴州人民医院耳鼻喉科,A61F11/00(2006.01)I
101,生物实验研究用的小鼠光源刺激跳台,CN209091354U,2019.07.12,2018203785159,2018.03.20,施旭梅,施旭梅,321300浙江省金华市永康市东城街道金城路25号,A61B5/00(2006.01)I
102,电路原理实验装置,CN209103638U,2019.07.12,2018203804179,2018.03.21,湖南大学,潘建军; 刘三一; 徐成,410082湖南省长沙市岳麓区麓山南路2号,G09B23/18(2006.01)I
103,一种热空气变压循环水循环的废水浓缩系统,CN209098232U,2019.07.12,2018203855522,2018.03.21,国电科学技术研究院有限公司;,杨希刚;,210046江苏省南京市栖霞区文枢东路1号,C02F1/10(2006.01)I; C02F103/18(2006.01)N
104,一种热空气变压循环水直排的热废水浓缩系统,CN209098233U,2019.07.12,201820386054X,2018.03.21,国电科学技术研究院有限公司;,康龙;,210046江苏省南京市栖霞区文枢东路1号,C02F1/10(2006.01)I; C02F103/18(2006.01)N
105,一种富氢水肠道水疗装置,CN209092348U,2019.07.12,2018203874129,2018.03.21,云南中京国建投资有限公司,刘竞元;,650228云南省昆明市滇池国家旅游度假区迎海路8号金都商集11幢12号,A61M3/02(2006.01)I; C02F9/08(2006.01)I
106,一种用于硅胶产品的喷涂装置,CN209093686U,2019.07.12,2018203878952,2018.03.21,苏州山湖精密机械科技有限公司,代新虎,215156江苏省苏州市吴中区木渎镇藏书230省道888号16号厂房,B05B13/02(2006.01)I;
107,一种可视鼻屎清洁棒,CN209091532U,2019.07.12,2018204126642,2018.03.26,中国人民解放军兰州军区兰州总医院,蔡志标;,730050甘肃省兰州市七里河区南滨河路333号,A61B17/24(2006.01)I
108,一种医疗诊断系统的支撑装置,CN209091948U,2019.07.12,2018204364424,2018.03.29,南通市第二人民医院,陈晖; 王亚宏,226002江苏省南通市港闸区唐闸镇兴隆街43号,A61G7/053(2006.01)I; G01G19/44(2006.01)I
109,一种工业级FDM打印设备的挤出机构,CN209096022U,2019.07.12,2018204448114,2018.03.31,共享智能装备有限公司,苏建民;,750021宁夏回族自治区银川市经济技术开发区宁朔南街298,B29C64/118(2017.01)I;
110,用于保温杯上的快速降温装置及保温杯,CN209090655U,2019.07.12,2018204658979,2018.03.30,中山市陶净科技有限公司,张建国; 黄瑞娟; 洪健,528400广东省中山市火炬开发区中山港大道70号张企科技企业孵化器7栋4楼402室,A47G19/22(2006.01)I
111,一种抗变形的高强度沙发海绵,CN209090520U,2019.07.12,2018204899373,2018.04.06,佛山市美亚绵业有限公司,张达标,528000广东省佛山市顺德区龙江镇沙富三联工业区C04-1之二块,A47C27/15(2006.01)I; A47C27/18(2006.01)I
112,一种搭扣及使用该搭扣的洗地机,CN209091199U,2019.07.12,2018204715079,2018.04.02,无锡优尼斯清洁设备制造有限公司,张永猛,214000江苏省无锡市新吴区新农路8-3号,A47L11/28(2006.01)I; A47L11/40(2006.01)I  
113,多功能刮痧板,CN209092084U,2019.07.12,2018204760708,2018.04.04,李瑞,李瑞,710000陕西省西安市碑林区文艺路11号4楼1门612,A61H7/00(2006.01)I
114,用于呼吸机管路的防脱落固定套,CN209092467U,2019.07.12,2018204770127,2018.04.04,西安交通大学医学院第一附属医院,严馨,710061陕西省西安市雁塔西路277号,A61M16/08(2006.01)I
115,一种外科护士专用快速配药器,CN209092180U,2019.07.12,2018203879175,2018.03.21,天津市宝坻区人民医院,杨志敏,300000天津市宝坻区城关镇广川路8号,A61J1/20(2006.01)I
116,一种全自动止血带消毒装置,CN209092253U,2019.07.12,2018203950781,2018.03.22,辽宁省肿瘤医院,李玲玲; 黄晶; 王申松,110042辽宁省沈阳市大东区小河沿路44号,A61L2/18(2006.01)I;
117,一种洗面奶智能生产装置,CN209092235U,2019.07.12,2018203987004,2018.03.23,四川美酷投资管理有限公司,李昌强,610000四川省成都市成华区双建路189号附64号8幢1层64号,A61L2/07(2006.01)I; B01F15/06(2006.01)I
118,一种车载电子花圈,CN209090709U,2019.07.12,2018204828876,2018.03.23,温岭红绿蓝显示器件有限公司,于永滨,317500浙江省台州市温岭市锦屏大道12号书婷超市院内温岭红绿蓝显示器件有限公司,A47G33/00(2006.01)I
119,一种止血绑带,CN209091852U,2019.07.12,201820426269X,2018.03.28,茂名高岭科技有限公司,邵建聪;,525026广东省茂名市山阁镇,A61F13/00(2006.01)I;
120,一种血液透析动静脉内瘘网状保护罩,CN209092334U,2019.07.12,201820418132X,2018.03.27,南方医科大学南方医院,钟晓红;,510000广东省广州市广州大道北1838号,A61M1/16(2006.01)I; A61F5/00(2006.01)I
121,一种烧结机燃气喷吹装置,CN209101808U,2019.07.12,2018204250527,2018.03.28,中冶长天国际工程有限责任公司,周浩宇; 刘前,410006湖南省长沙市岳麓区节庆路7号,F27B21/08(2006.01)I;
122,一种安全指示装置,CN209103456U,2019.07.12,2018204326475,2018.03.28,上海壹墨图文设计制作有限公司; 李永郁,李永郁,200010上海市静安区康定路1321号底层A室,G08B5/36(2006.01)I; G09F9/00(2006.01)I
123,一种防回血输液辅助装置,CN209092361U,2019.07.12,2018204329524,2018.03.28,山东省千佛山医院,吴红霞;,250014山东省济南市历下区经十路16766号,A61M5/14(2006.01)I
124,重力支架,CN209096623U,2019.07.12,201820449946X,2018.03.30,深圳七千猫设计服务有限公司,雷灿伙; 陈龙扣; 张亮,518051广东省深圳市南山区高新区北区松坪山齐民道3号宇阳大厦4楼南,B60R11/02(2006.01)I
125,一种艾灸机构,CN209092152U,2019.07.12,2018204548856,2018.04.02,沈烈慧,沈烈慧,315000浙江省宁波市高新区河清北路翡翠湾1号楼2010,A61H39/06(2006.01)I
126,一种老年病人洗浴保护架,CN209091094U,2019.07.12,2018204940414,2018.04.09,孙胜奎,孙胜奎,435000湖北省黄石市黄石港区青山桥102号,A47K3/12(2006.01)I
127,一种螺旋给料机的防抖装置,CN209097592U,2019.07.12,2018204856325,2018.04.04,河北诚昊化工有限公司,宿朝彬,052300河北省辛集市清洁化工园区,B65G33/24(2006.01)I; B65G33/14(2006.01)I  
128,一种方便清洁的喂料机,CN209095793U,2019.07.12,2018204891920,2018.04.04,南京鸿加源机械科技有限公司,李富春; 陈飞,211100江苏省南京市江宁经济技术开发区东吉大道1号,B29B13/06(2006.01)I;
